name,type,stats,description,colection,card_link
Purelace,Instant,-,Target spell or permanent becomes white. ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/33/purelace
Red Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from red. This effect doesn’t remove Red Ward.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/34/red-ward
Resurrection,Sorcery,-,Return target creature card from your graveyard to the battlefield.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/35/resurrection
Reverse Damage,Instant,-,"The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/36/reverse-damage
Righteousness,Instant,-,Target blocking creature gets +7/+7 until end of turn.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/37/righteousness
Samite Healer,Creature | Human Cleric,1/1,: Prevent the next 1 damage that would be dealt to any target this turn.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/38/samite-healer
Savannah Lions,Creature | Cat,2/1,-,Limited Edition Beta (LEB),https://scryfall.com/card/leb/39/savannah-lions
Serra Angel,Creature | Angel,4/4,"Flying, vigilance",Limited Edition Beta (LEB),https://scryfall.com/card/leb/40/serra-angel
Swords to Plowshares,Instant,-,Exile target creature. Its controller gains life equal to its power.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/41/swords-to-plowshares
Veteran Bodyguard,Creature | Human,2/5,"As long as Veteran Bodyguard is untapped, all damage that would be dealt to you by unblocked creatures is dealt to Veteran Bodyguard instead.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/42/veteran-bodyguard
Wall of Swords,Creature | Wall,3/5,Defender  Flying,Limited Edition Beta (LEB),https://scryfall.com/card/leb/43/wall-of-swords
White Knight,Creature | Human Knight,2/2,First strike  Protection from black ,Limited Edition Beta (LEB),https://scryfall.com/card/leb/44/white-knight
White Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from white. This effect doesn’t remove White Ward.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/45/white-ward
Wrath of God,Sorcery,-,Destroy all creatures. They can’t be regenerated.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/46/wrath-of-god
Air Elemental,Creature | Elemental,4/4,Flying,Limited Edition Beta (LEB),https://scryfall.com/card/leb/47/air-elemental
Ancestral Recall,Instant,-,Target player draws three cards.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/48/ancestral-recall
Animate Artifact,Enchantment | Aura,-,"Enchant artifact As long as enchanted artifact isn’t a creature, it’s an artifact creature with power and toughness each equal to its mana value.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/49/animate-artifact
Blue Elemental Blast,Instant,-,Choose one — • Counter target red spell. • Destroy target red permanent.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/50/blue-elemental-blast
Braingeyser,Sorcery,-,Target player draws X cards.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/51/braingeyser
Clone,Creature | Shapeshifter,0/0,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/52/clone
Control Magic,Enchantment | Aura,-,Enchant creature You control enchanted creature.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/53/control-magic
Copy Artifact,Enchantment,-,"You may have Copy Artifact enter the battlefield as a copy of any artifact on the battlefield, except it’s an enchantment in addition to its other types.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/54/copy-artifact
Counterspell,Instant,-,Counter target spell.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/55/counterspell
Creature Bond,Enchantment | Aura,-,"Enchant creature When enchanted creature dies, Creature Bond deals damage equal to that creature’s toughness to the creature’s controller.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/56/creature-bond
Drain Power,Sorcery,-,Target player activates a mana ability of each land they control. Then that player loses all unspent mana and you add the mana lost this way.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/57/drain-power
Feedback,Enchantment | Aura,-,"Enchant enchantment At the beginning of the upkeep of enchanted enchantment’s controller, Feedback deals 1 damage to that player.",Limited Edition Beta (LEB),https://scryfall.com/card/leb/58/feedback
Flight,Enchantment | Aura,-,Enchant creature Enchanted creature has flying.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/59/flight
Invisibility,Enchantment | Aura,-,Enchant creature Enchanted creature can’t be blocked except by Walls.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/60/invisibility
Jump,Instant,-,Target creature gains flying until end of turn.,Limited Edition Beta (LEB),https://scryfall.com/card/leb/61/jump
Twiddle,Instant,-,"You may tap or untap target artifact, creature, or land.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/85/twiddle
Unsummon,Instant,-,Return target creature to its owner’s hand.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/86/unsummon
Vesuvan Doppelganger,Creature | Shapeshifter,0/0,"You may have Vesuvan Doppelganger enter the battlefield as a copy of any creature on the battlefield, except it doesn’t copy that creature’s color and it has “At the beginning of your upkeep, you may have this creature become a copy of target creature, except it doesn’t copy that creature’s color and it has this ability.”",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/87/vesuvan-doppelganger
Volcanic Eruption,Sorcery,-,Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains put into a graveyard this way.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/88/volcanic-eruption
Wall of Air,Creature | Wall,1/5,"Defender, flying ",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/89/wall-of-air
Wall of Water,Creature | Wall,0/5,Defender  : Wall of Water gets +1/+0 until end of turn.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/90/wall-of-water
Water Elemental,Creature | Elemental,5/4,-,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/91/water-elemental
Animate Dead,Enchantment | Aura,-,"Enchant creature card in a graveyard When Animate Dead enters the battlefield, if it’s on the battlefield, it loses “enchant creature card in a graveyard” and gains “enchant creature put onto the battlefield with Animate Dead.” Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature’s controller sacrifices it. Enchanted creature gets -1/-0.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/92/animate-dead
Bad Moon,Enchantment,-,Black creatures get +1/+1.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/93/bad-moon
Black Knight,Creature | Human Knight,2/2,First strike  Protection from white ,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/94/black-knight
Bog Wraith,Creature | Wraith,3/3,Swampwalk ,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/95/bog-wraith
Contract from Below,Sorcery,-,"Remove Contract from Below from your deck before playing if you’re not playing for ante. Discard your hand, ante the top card of your library, then draw seven cards.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/96/contract-from-below
Cursed Land,Enchantment | Aura,-,"Enchant land At the beginning of the upkeep of enchanted land’s controller, Cursed Land deals 1 damage to that player.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/97/cursed-land
Dark Ritual,Instant,-,Add  .,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/98/dark-ritual
Darkpact,Sorcery,-,Remove Darkpact from your deck before playing if you’re not playing for ante. You own target card in the ante. Exchange that card with the top card of your library.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/99/darkpact
Deathgrip,Enchantment,-,: Counter target green spell.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/100/deathgrip
Deathlace,Instant,-,Target spell or permanent becomes black. ,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/101/deathlace
Demonic Attorney,Sorcery,-,Remove Demonic Attorney from your deck before playing if you’re not playing for ante. Each player antes the top card of their library.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/102/demonic-attorney
Demonic Hordes,Creature | Demon,5/5,": Destroy target land. At the beginning of your upkeep, unless you pay  , tap Demonic Hordes and sacrifice a land of an opponent’s choice.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/103/demonic-hordes
Demonic Tutor,Sorcery,-,"Search your library for a card, put that card into your hand, then shuffle.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/104/demonic-tutor
Drain Life,Sorcery,-,"Spend only black mana on X. Drain Life deals X damage to any target. You gain life equal to the damage dealt, but not more life than the player’s life total before the damage was dealt, the planeswalker’s loyalty before the damage was dealt, or the creature’s toughness.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/105/drain-life
Drudge Skeletons,Creature | Skeleton,1/1,: Regenerate Drudge Skeletons. ,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/106/drudge-skeletons
Evil Presence,Enchantment | Aura,-,Enchant land Enchanted land is a Swamp.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/107/evil-presence
Fear,Enchantment | Aura,-,Enchant creature  Enchanted creature has fear. ,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/108/fear
Frozen Shade,Creature | Shade,0/1,: Frozen Shade gets +1/+1 until end of turn.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/109/frozen-shade
Gloom,Enchantment,-,White spells cost   more to cast. Activated abilities of white enchantments cost   more to activate.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/110/gloom
Howl from Beyond,Instant,-,Target creature gets +X/+0 until end of turn.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/111/howl-from-beyond
Hypnotic Specter,Creature | Specter,2/2,"Flying Whenever Hypnotic Specter deals damage to an opponent, that player discards a card at random.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/112/hypnotic-specter
Lich,Enchantment,-,"As Lich enters the battlefield, you lose life equal to your life total. You don’t lose the game for having 0 or less life. If you would gain life, draw that many cards instead. Whenever you’re dealt damage, sacrifice that many nontoken permanents. If you can’t, you lose the game. When Lich is put into a graveyard from the battlefield, you lose the game.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/113/lich
Lord of the Pit,Creature | Demon,7/7,"Flying, trample At the beginning of your upkeep, sacrifice a creature other than Lord of the Pit. If you can’t, Lord of the Pit deals 7 damage to you.",Limited Edition Alpha (LEA),https://scryfall.com/card/lea/114/lord-of-the-pit
Mind Twist,Sorcery,-,Target player discards X cards at random.,Limited Edition Alpha (LEA),https://scryfall.com/card/lea/115/mind-twist
Flickerwisp,Creature | Elemental,3/1,"Flying When Flickerwisp enters the battlefield, exile another target permanent. Return that card to the battlefield under its owner’s control at the beginning of the next end step.",Commander Legends (CMR),https://scryfall.com/card/cmr/374/flickerwisp
Generous Gift,Instant,-,Destroy target permanent. Its controller creates a 3/3 green Elephant creature token.,Commander Legends (CMR),https://scryfall.com/card/cmr/375/generous-gift
Ironclad Slayer,Creature | Human Warrior,3/2,"When Ironclad Slayer enters the battlefield, you may return target Aura or Equipment card from your graveyard to your hand.",Commander Legends (CMR),https://scryfall.com/card/cmr/376/ironclad-slayer
Kor Cartographer,Creature | Kor Scout,2/2,"When Kor Cartographer enters the battlefield, you may search your library for a Plains card, put it onto the battlefield tapped, then shuffle.",Commander Legends (CMR),https://scryfall.com/card/cmr/377/kor-cartographer
Martial Coup,Sorcery,-,"Create X 1/1 white Soldier creature tokens. If X is 5 or more, destroy all other creatures.",Commander Legends (CMR),https://scryfall.com/card/cmr/378/martial-coup
"Odric, Lunarch Marshal",Legendary Creature | Human Soldier,3/3,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance.",Commander Legends (CMR),https://scryfall.com/card/cmr/379/odric-lunarch-marshal
On Serra's Wings,Legendary Enchantment | Aura,-,"Enchant creature Enchanted creature is legendary, gets +1/+1, and has flying, vigilance, and lifelink.",Commander Legends (CMR),https://scryfall.com/card/cmr/380/on-serras-wings
Oreskos Explorer,Creature | Cat Scout,2/2,"When Oreskos Explorer enters the battlefield, search your library for up to X Plains cards, where X is the number of players who control more lands than you. Reveal those cards, put them into your hand, then shuffle.",Commander Legends (CMR),https://scryfall.com/card/cmr/381/oreskos-explorer
Relic Seeker,Creature | Human Soldier,2/2,"Renown 1  When Relic Seeker becomes renowned, you may search your library for an Equipment card, reveal it, put it into your hand, then shuffle.",Commander Legends (CMR),https://scryfall.com/card/cmr/382/relic-seeker
Return to Dust,Instant,-,"Exile target artifact or enchantment. If you cast this spell during your main phase, you may exile up to one other target artifact or enchantment.",Commander Legends (CMR),https://scryfall.com/card/cmr/383/return-to-dust
Sigarda's Aid,Enchantment,-,"You may cast Aura and Equipment spells as though they had flash. Whenever an Equipment enters the battlefield under your control, you may attach it to target creature you control.",Commander Legends (CMR),https://scryfall.com/card/cmr/384/sigardas-aid
Spirit Mantle,Enchantment | Aura,-,Enchant creature Enchanted creature gets +1/+1 and has protection from creatures.,Commander Legends (CMR),https://scryfall.com/card/cmr/385/spirit-mantle
"Sram, Senior Edificer",Legendary Creature | Dwarf Advisor,2/2,"Whenever you cast an Aura, Equipment, or Vehicle spell, draw a card.",Commander Legends (CMR),https://scryfall.com/card/cmr/386/sram-senior-edificer
Swords to Plowshares,Instant,-,Exile target creature. Its controller gains life equal to its power.,Commander Legends (CMR),https://scryfall.com/card/cmr/387/swords-to-plowshares
Unbreakable Formation,Instant,-,"Creatures you control gain indestructible until end of turn.  — If you cast this spell during your main phase, put a +1/+1 counter on each of those creatures and they gain vigilance until end of turn.",Commander Legends (CMR),https://scryfall.com/card/cmr/388/unbreakable-formation
Unquestioned Authority,Enchantment | Aura,-,"Enchant creature When Unquestioned Authority enters the battlefield, draw a card. Enchanted creature has protection from creatures.",Commander Legends (CMR),https://scryfall.com/card/cmr/389/unquestioned-authority
Valorous Stance,Instant,-,Choose one — • Target creature gains indestructible until end of turn. • Destroy target creature with toughness 4 or greater.,Commander Legends (CMR),https://scryfall.com/card/cmr/390/valorous-stance
White Sun's Zenith,Instant,-,Create X 2/2 white Cat creature tokens. Shuffle White Sun’s Zenith into its owner’s library.,Commander Legends (CMR),https://scryfall.com/card/cmr/391/white-suns-zenith
Winds of Rath,Sorcery,-,Destroy all creatures that aren’t enchanted. They can’t be regenerated.,Commander Legends (CMR),https://scryfall.com/card/cmr/392/winds-of-rath
Arcane Denial,Instant,-,Counter target spell. Its controller may draw up to two cards at the beginning of the next turn’s upkeep. You draw a card at the beginning of the next turn’s upkeep.,Commander Legends (CMR),https://scryfall.com/card/cmr/393/arcane-denial
Compulsive Research,Sorcery,-,Target player draws three cards. Then that player discards two cards unless they discard a land card.,Commander Legends (CMR),https://scryfall.com/card/cmr/394/compulsive-research
Counterspell,Instant,-,Counter target spell.,Commander Legends (CMR),https://scryfall.com/card/cmr/395/counterspell
Fact or Fiction,Instant,-,Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.,Commander Legends (CMR),https://scryfall.com/card/cmr/396/fact-or-fiction
Into the Roil,Instant,-,"Kicker    Return target nonland permanent to its owner’s hand. If this spell was kicked, draw a card.",Commander Legends (CMR),https://scryfall.com/card/cmr/397/into-the-roil
Ior Ruin Expedition,Enchantment,-," — Whenever a land enters the battlefield under your control, you may put a quest counter on Ior Ruin Expedition. Remove three quest counters from Ior Ruin Expedition and sacrifice it: Draw two cards.",Commander Legends (CMR),https://scryfall.com/card/cmr/398/ior-ruin-expedition
Meloku the Clouded Mirror,Legendary Creature | Moonfolk Wizard,2/4,"Flying , Return a land you control to its owner’s hand: Create a 1/1 blue Illusion creature token with flying.",Commander Legends (CMR),https://scryfall.com/card/cmr/399/meloku-the-clouded-mirror
Mulldrifter,Creature | Elemental,2/2,"Flying When Mulldrifter enters the battlefield, draw two cards. Evoke   ",Commander Legends (CMR),https://scryfall.com/card/cmr/400/mulldrifter
"Nezahal, Primal Tide",Legendary Creature | Elder Dinosaur,7/7,"This spell can’t be countered. You have no maximum hand size. Whenever an opponent casts a noncreature spell, draw a card. Discard three cards: Exile Nezahal, Primal Tide. Return it to the battlefield tapped under its owner’s control at the beginning of the next end step.",Commander Legends (CMR),https://scryfall.com/card/cmr/401/nezahal-primal-tide
Peel from Reality,Instant,-,Return target creature you control and target creature you don’t control to their owners’ hands.,Commander Legends (CMR),https://scryfall.com/card/cmr/402/peel-from-reality
Scourge of Fleets,Creature | Kraken,6/6,"When Scourge of Fleets enters the battlefield, return each creature your opponents control with toughness X or less to its owner’s hand, where X is the number of Islands you control.",Commander Legends (CMR),https://scryfall.com/card/cmr/403/scourge-of-fleets
Shipbreaker Kraken,Creature | Kraken,6/6,": Monstrosity 4.  When Shipbreaker Kraken becomes monstrous, tap up to four target creatures. Those creatures don’t untap during their controllers’ untap steps for as long as you control Shipbreaker Kraken.",Commander Legends (CMR),https://scryfall.com/card/cmr/404/shipbreaker-kraken
"Slinn Voda, the Rising Deep",Legendary Creature | Leviathan,8/8,"Kicker    When Slinn Voda, the Rising Deep enters the battlefield, if it was kicked, return all creatures to their owners’ hands except for Merfolk, Krakens, Leviathans, Octopuses, and Serpents.",Commander Legends (CMR),https://scryfall.com/card/cmr/405/slinn-voda-the-rising-deep
Armageddon,Sorcery,-,Destroy all lands.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/2/armageddon
Balance,Sorcery,-,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/3/balance
Benalish Hero,Creature | Human Soldier,1/1,Banding ,Unlimited Edition (2ED),https://scryfall.com/card/2ed/4/benalish-hero
Black Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from black. This effect doesn’t remove Black Ward.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/5/black-ward
Blaze of Glory,Instant,-,Cast this spell only during combat before blockers are declared. Target creature defending player controls can block any number of creatures this turn. It blocks each attacking creature this turn if able.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/6/blaze-of-glory
Blessing,Enchantment | Aura,-,Enchant creature : Enchanted creature gets +1/+1 until end of turn.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/7/blessing
Blue Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from blue. This effect doesn’t remove Blue Ward.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/8/blue-ward
Castle,Enchantment,-,Untapped creatures you control get +0/+2.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/9/castle
Circle of Protection: Black,Enchantment,-,": The next time a black source of your choice would deal damage to you this turn, prevent that damage.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/10/circle-of-protection:-black
Circle of Protection: Blue,Enchantment,-,": The next time a blue source of your choice would deal damage to you this turn, prevent that damage.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/11/circle-of-protection:-blue
Circle of Protection: Green,Enchantment,-,": The next time a green source of your choice would deal damage to you this turn, prevent that damage.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/12/circle-of-protection:-green
Circle of Protection: Red,Enchantment,-,": The next time a red source of your choice would deal damage to you this turn, prevent that damage.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/13/circle-of-protection:-red
Circle of Protection: White,Enchantment,-,": The next time a white source of your choice would deal damage to you this turn, prevent that damage.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/14/circle-of-protection:-white
Consecrate Land,Enchantment | Aura,-,Enchant land Enchanted land has indestructible and can’t be enchanted by other Auras.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/15/consecrate-land
Conversion,Enchantment,-,"At the beginning of your upkeep, sacrifice Conversion unless you pay  . All Mountains are Plains.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/16/conversion
Crusade,Enchantment,-,White creatures get +1/+1.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/17/crusade
Death Ward,Instant,-,Regenerate target creature.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/18/death-ward
Disenchant,Instant,-,Destroy target artifact or enchantment.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/19/disenchant
Farmstead,Enchantment | Aura,-,"Enchant land Enchanted land has “At the beginning of your upkeep, you may pay  . If you do, you gain 1 life.”",Unlimited Edition (2ED),https://scryfall.com/card/2ed/20/farmstead
Green Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from green. This effect doesn’t remove Green Ward.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/21/green-ward
Guardian Angel,Instant,-,"Prevent the next X damage that would be dealt to any target this turn. Until end of turn, you may pay   any time you could cast an instant. If you do, prevent the next 1 damage that would be dealt to that permanent or player this turn.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/22/guardian-angel
Healing Salve,Instant,-,Choose one — • Target player gains 3 life. • Prevent the next 3 damage that would be dealt to any target this turn.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/23/healing-salve
Holy Armor,Enchantment | Aura,-,Enchant creature Enchanted creature gets +0/+2. : Enchanted creature gets +0/+1 until end of turn.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/24/holy-armor
Holy Strength,Enchantment | Aura,-,Enchant creature Enchanted creature gets +1/+2.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/25/holy-strength
Island Sanctuary,Enchantment,-,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can’t be attacked except by creatures with flying and/or islandwalk.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/26/island-sanctuary
Karma,Enchantment,-,"At the beginning of each player’s upkeep, Karma deals damage to that player equal to the number of Swamps they control.",Unlimited Edition (2ED),https://scryfall.com/card/2ed/27/karma
Lance,Enchantment | Aura,-,Enchant creature Enchanted creature has first strike.,Unlimited Edition (2ED),https://scryfall.com/card/2ed/28/lance
Mesa Pegasus,Creature | Pegasus,1/1,Flying; banding ,Unlimited Edition (2ED),https://scryfall.com/card/2ed/29/mesa-pegasus
Army of Allah,Instant,-,Attacking creatures get +2/+0 until end of turn.,Arabian Nights (ARN),https://scryfall.com/card/arn/2/army-of-allah
Army of Allah,Instant,-,Attacking creatures get +2/+0 until end of turn.,Arabian Nights (ARN),https://scryfall.com/card/arn/2%E2%80%A0/army-of-allah
Camel,Creature | Camel,0/1,"Banding  As long as Camel is attacking, prevent all damage Deserts would deal to Camel and to creatures banded with Camel.",Arabian Nights (ARN),https://scryfall.com/card/arn/3/camel
Eye for an Eye,Instant,-,"The next time a source of your choice would deal damage to you this turn, instead that source deals that much damage to you and Eye for an Eye deals that much damage to that source’s controller.",Arabian Nights (ARN),https://scryfall.com/card/arn/4/eye-for-an-eye
Jihad,Enchantment,-,"As Jihad enters the battlefield, choose a color and an opponent. White creatures get +2/+1 as long as the chosen player controls a nontoken permanent of the chosen color. When the chosen player controls no nontoken permanents of the chosen color, sacrifice Jihad.",Arabian Nights (ARN),https://scryfall.com/card/arn/5/jihad
King Suleiman,Creature | Human Noble,1/1,: Destroy target Djinn or Efreet.,Arabian Nights (ARN),https://scryfall.com/card/arn/6/king-suleiman
Moorish Cavalry,Creature | Human Knight,3/3,Trample,Arabian Nights (ARN),https://scryfall.com/card/arn/7/moorish-cavalry
Moorish Cavalry,Creature | Human Knight,3/3,Trample,Arabian Nights (ARN),https://scryfall.com/card/arn/7%E2%80%A0/moorish-cavalry
Piety,Instant,-,Blocking creatures get +0/+3 until end of turn.,Arabian Nights (ARN),https://scryfall.com/card/arn/8/piety
Piety,Instant,-,Blocking creatures get +0/+3 until end of turn.,Arabian Nights (ARN),https://scryfall.com/card/arn/8%E2%80%A0/piety
Repentant Blacksmith,Creature | Human,1/2,Protection from red,Arabian Nights (ARN),https://scryfall.com/card/arn/9/repentant-blacksmith
Shahrazad,Sorcery,-,"Players play a Magic subgame, using their libraries as their decks. Each player who doesn’t win the subgame loses half their life, rounded up.",Arabian Nights (ARN),https://scryfall.com/card/arn/10/shahrazad
War Elephant,Creature | Elephant,2/2,Trample; banding ,Arabian Nights (ARN),https://scryfall.com/card/arn/11/war-elephant
War Elephant,Creature | Elephant,2/2,Trample; banding ,Arabian Nights (ARN),https://scryfall.com/card/arn/11%E2%80%A0/war-elephant
Dandân,Creature | Fish,4/1,"Dandân can’t attack unless defending player controls an Island. When you control no Islands, sacrifice Dandân.",Arabian Nights (ARN),https://scryfall.com/card/arn/12/dand%C3%A2n
Fishliver Oil,Enchantment | Aura,-,Enchant creature  Enchanted creature has islandwalk. ,Arabian Nights (ARN),https://scryfall.com/card/arn/13/fishliver-oil
Fishliver Oil,Enchantment | Aura,-,Enchant creature  Enchanted creature has islandwalk. ,Arabian Nights (ARN),https://scryfall.com/card/arn/13%E2%80%A0/fishliver-oil
Flying Men,Creature | Human,1/1,Flying,Arabian Nights (ARN),https://scryfall.com/card/arn/14/flying-men
Giant Tortoise,Creature | Turtle,1/1,Giant Tortoise gets +0/+3 as long as it’s untapped.,Arabian Nights (ARN),https://scryfall.com/card/arn/15/giant-tortoise
Giant Tortoise,Creature | Turtle,1/1,Giant Tortoise gets +0/+3 as long as it’s untapped.,Arabian Nights (ARN),https://scryfall.com/card/arn/15%E2%80%A0/giant-tortoise
Island Fish Jasconius,Creature | Fish,6/8,"Island Fish Jasconius doesn’t untap during your untap step. At the beginning of your upkeep, you may pay  . If you do, untap Island Fish Jasconius. Island Fish Jasconius can’t attack unless defending player controls an Island. When you control no Islands, sacrifice Island Fish Jasconius.",Arabian Nights (ARN),https://scryfall.com/card/arn/16/island-fish-jasconius
Merchant Ship,Creature | Human,0/2,"Merchant Ship can’t attack unless defending player controls an Island. Whenever Merchant Ship attacks and isn’t blocked, you gain 2 life. When you control no Islands, sacrifice Merchant Ship.",Arabian Nights (ARN),https://scryfall.com/card/arn/17/merchant-ship
Old Man of the Sea,Creature | Djinn,2/3,You may choose not to untap Old Man of the Sea during your untap step. : Gain control of target creature with power less than or equal to Old Man of the Sea’s power for as long as Old Man of the Sea remains tapped and that creature’s power remains less than or equal to Old Man of the Sea’s power.,Arabian Nights (ARN),https://scryfall.com/card/arn/18/old-man-of-the-sea
Serendib Djinn,Creature | Djinn,5/6,"Flying At the beginning of your upkeep, sacrifice a land. If you sacrifice an Island this way, Serendib Djinn deals 3 damage to you. When you control no lands, sacrifice Serendib Djinn.",Arabian Nights (ARN),https://scryfall.com/card/arn/19/serendib-djinn
Serendib Efreet,Creature | Efreet,3/4,"Flying At the beginning of your upkeep, Serendib Efreet deals 1 damage to you.",Arabian Nights (ARN),https://scryfall.com/card/arn/20/serendib-efreet
Sindbad,Creature | Human,1/1,": Draw a card and reveal it. If it isn’t a land card, discard it.",Arabian Nights (ARN),https://scryfall.com/card/arn/21/sindbad
Armageddon,Sorcery,-,Destroy all lands.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/2/armageddon
Balance,Sorcery,-,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/3/balance
Benalish Hero,Creature | Human Soldier,1/1,Banding ,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/4/benalish-hero
Black Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from black. This effect doesn’t remove Black Ward.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/5/black-ward
Blaze of Glory,Instant,-,Cast this spell only during combat before blockers are declared. Target creature defending player controls can block any number of creatures this turn. It blocks each attacking creature this turn if able.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/6/blaze-of-glory
Blessing,Enchantment | Aura,-,Enchant creature : Enchanted creature gets +1/+1 until end of turn.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/7/blessing
Blue Ward,Enchantment | Aura,-,Enchant creature Enchanted creature has protection from blue. This effect doesn’t remove Blue Ward.,Intl. Collectors’ Edition (CEI),https://scryfall.com/card/cei/8/blue-ward
